route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
4,7,279,"HBLR WEST SIDE",1,"342JC001",150
4,7,280,"HBLR WEST SIDE",1,"342JC007",150
4,7,281,"HBLR WEST SIDE",1,"342JC003",150
4,7,282,"HBLR WEST SIDE",1,"342JC005",150
4,7,283,"HBLR WEST SIDE",1,"342JC009",150
4,7,284,"HBLR WEST SIDE",1,"342JC001",150
4,7,285,"HBLR WEST SIDE",1,"342JC007",150
4,7,286,"HBLR WEST SIDE",1,"342JC003",150
4,7,287,"HBLR WEST SIDE",1,"342JC005",150
4,7,288,"HBLR WEST SIDE",1,"342JC009",150
4,7,289,"HBLR WEST SIDE",1,"342JC001",150
4,7,290,"HBLR WEST SIDE",1,"342JC007",150
4,7,291,"HBLR WEST SIDE",1,"342JC003",150
4,7,292,"HBLR WEST SIDE",1,"342JC005",150
4,7,293,"HBLR WEST SIDE",1,"342JC009",150
4,7,294,"HBLR WEST SIDE",1,"342JC001",150
4,7,295,"HBLR WEST SIDE",1,"342JC007",150
4,7,296,"HBLR WEST SIDE",1,"342JC003",150
4,7,297,"HBLR WEST SIDE",1,"342JC005",150
4,7,298,"HBLR WEST SIDE",1,"342JC009",150
4,7,299,"HBLR WEST SIDE",1,"342JC001",150
4,7,300,"HBLR WEST SIDE",1,"342JC007",150
4,7,301,"HBLR WEST SIDE",1,"342JC003",150
4,7,302,"HBLR WEST SIDE",1,"342JC005",150
4,7,303,"HBLR WEST SIDE",1,"342JC009",150
4,7,304,"HBLR WEST SIDE",1,"342JC001",150
4,7,305,"HBLR WEST SIDE",1,"342JC007",150
4,7,306,"HBLR WEST SIDE",1,"342JC003",150
4,7,307,"HBLR WEST SIDE",1,"342JC005",150
4,7,308,"HBLR WEST SIDE",1,"342JC009",150
4,7,309,"HBLR WEST SIDE",1,"342JC001",150
4,7,310,"HBLR WEST SIDE",1,"342JC007",150
4,7,311,"HBLR WEST SIDE",1,"342JC003",150
4,7,312,"HBLR WEST SIDE",1,"342JC005",150
4,7,313,"HBLR WEST SIDE",1,"342JC009",150
4,7,314,"HBLR WEST SIDE",1,"342JC001",150
4,7,315,"HBLR WEST SIDE",1,"342JC007",150
4,7,316,"HBLR WEST SIDE",1,"342JC003",150
4,7,317,"HBLR WEST SIDE",1,"342JC005",150
4,7,318,"HBLR WEST SIDE",1,"342JC009",150
4,7,319,"HBLR WEST SIDE",1,"342JC001",150
4,7,320,"HBLR WEST SIDE",1,"342JC007",150
4,7,321,"HBLR WEST SIDE",1,"342JC003",150
4,7,322,"HBLR WEST SIDE",1,"342JC005",150
4,7,323,"HBLR WEST SIDE",1,"342JC001",150
4,7,324,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,325,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,326,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,327,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,328,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,329,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,330,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,331,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,332,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,333,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,334,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,335,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,336,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,337,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,338,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,339,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,340,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,341,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,342,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,343,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,344,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,345,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,346,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,347,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,348,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,349,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,350,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,351,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,352,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,353,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,354,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,355,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,356,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,357,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,358,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,359,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,360,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,361,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,362,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,363,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,364,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,365,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,366,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,367,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,368,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,369,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,370,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,371,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,372,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,373,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,374,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,375,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,376,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,377,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,378,"HBLR BAYONNE 8TH ST",1,"342JC008",151
4,7,379,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,380,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,7,381,"HBLR BAYONNE 8TH ST",1,"342JC004",151
4,7,382,"HBLR BAYONNE 8TH ST",1,"342JC006",151
4,7,383,"HBLR BAYONNE 8TH ST",1,"342JC002",151
4,8,384,"HBLR TONNELLE",0,"342JC005",152
4,8,385,"HBLR TONNELLE",0,"342JC009",152
4,8,386,"HBLR TONNELLE",0,"342JC001",152
4,8,387,"HBLR TONNELLE",0,"342JC007",152
4,8,388,"HBLR TONNELLE",0,"342JC003",152
4,8,389,"HBLR TONNELLE",0,"342JC005",152
4,8,390,"HBLR TONNELLE",0,"342JC009",152
4,8,391,"HBLR TONNELLE",0,"342JC001",152
4,8,392,"HBLR TONNELLE",0,"342JC007",152
4,8,393,"HBLR TONNELLE",0,"342JC003",152
4,8,394,"HBLR TONNELLE",0,"342JC005",152
4,8,395,"HBLR TONNELLE",0,"342JC009",152
4,8,396,"HBLR TONNELLE",0,"342JC001",152
4,8,397,"HBLR TONNELLE",0,"342JC007",152
4,8,398,"HBLR TONNELLE",0,"342JC003",152
4,8,399,"HBLR TONNELLE",0,"342JC005",152
4,8,400,"HBLR TONNELLE",0,"342JC009",152
4,8,401,"HBLR TONNELLE",0,"342JC001",152
4,8,402,"HBLR TONNELLE",0,"342JC007",152
4,8,403,"HBLR TONNELLE",0,"342JC003",152
4,8,404,"HBLR TONNELLE",0,"342JC005",152
4,8,405,"HBLR TONNELLE",0,"342JC009",152
4,8,406,"HBLR TONNELLE",0,"342JC001",152
4,8,407,"HBLR TONNELLE",0,"342JC007",152
4,8,408,"HBLR TONNELLE",0,"342JC003",152
4,8,409,"HBLR TONNELLE",0,"342JC005",152
4,8,410,"HBLR TONNELLE",0,"342JC009",152
4,8,411,"HBLR TONNELLE",0,"342JC001",152
4,8,412,"HBLR TONNELLE",0,"342JC007",152
4,8,413,"HBLR TONNELLE",0,"342JC003",152
4,8,414,"HBLR TONNELLE",0,"342JC005",152
4,8,415,"HBLR TONNELLE",0,"342JC009",152
4,8,416,"HBLR TONNELLE",0,"342JC001",152
4,8,417,"HBLR TONNELLE",0,"342JC007",152
4,8,418,"HBLR TONNELLE",0,"342JC003",152
4,8,419,"HBLR TONNELLE",0,"342JC005",152
4,8,420,"HBLR TONNELLE",0,"342JC009",152
4,8,421,"HBLR TONNELLE",0,"342JC001",152
4,8,422,"HBLR TONNELLE",0,"342JC007",152
4,8,423,"HBLR TONNELLE",0,"342JC003",152
4,8,424,"HBLR TONNELLE",0,"342JC005",152
4,8,425,"HBLR TONNELLE",0,"342JC009",152
4,8,426,"HBLR TONNELLE",0,"342JC001",152
4,8,427,"HBLR TONNELLE",0,"342JC007",152
4,8,428,"HBLR TONNELLE",0,"342JC003",152
4,8,429,"HBLR TONNELLE",0,"342JC005",152
4,8,430,"HBLR TONNELLE",0,"342JC009",152
4,8,431,"HBLR TONNELLE",0,"342JC001",152
4,8,432,"HBLR TONNELLE",0,"342JC007",152
4,8,433,"HBLR TONNELLE",0,"342JC003",152
4,8,434,"HBLR TONNELLE",0,"342JC005",152
4,8,435,"HBLR TONNELLE",0,"342JC009",152
4,8,436,"HBLR TONNELLE",0,"342JC001",152
4,8,437,"HBLR TONNELLE",0,"342JC007",152
4,8,438,"HBLR TONNELLE",0,"342JC003",152
4,8,439,"HBLR TONNELLE",0,"342JC005",152
4,8,440,"HBLR TONNELLE",0,"342JC001",152
4,8,441,"HBLR TONNELLE",0,"342JC003",153
4,8,442,"HBLR HOBOKEN",0,"342JC002",154
4,8,443,"HBLR HOBOKEN",0,"342JC004",154
4,8,444,"HBLR HOBOKEN",0,"342JC008",154
4,8,445,"HBLR HOBOKEN",0,"342JC006",155
4,8,446,"HBLR HOBOKEN",0,"342JC002",155
4,8,447,"HBLR HOBOKEN",0,"342JC004",155
4,8,448,"HBLR HOBOKEN",0,"342JC008",155
4,8,449,"HBLR HOBOKEN",0,"342JC006",155
4,8,450,"HBLR HOBOKEN",0,"342JC002",155
4,8,451,"HBLR HOBOKEN",0,"342JC004",155
4,8,452,"HBLR HOBOKEN",0,"342JC008",155
4,8,453,"HBLR HOBOKEN",0,"342JC006",155
4,8,454,"HBLR HOBOKEN",0,"342JC002",155
4,8,455,"HBLR HOBOKEN",0,"342JC004",155
4,8,456,"HBLR HOBOKEN",0,"342JC008",155
4,8,457,"HBLR HOBOKEN",0,"342JC006",155
4,8,458,"HBLR HOBOKEN",0,"342JC002",155
4,8,459,"HBLR HOBOKEN",0,"342JC004",155
4,8,460,"HBLR HOBOKEN",0,"342JC008",155
4,8,461,"HBLR HOBOKEN",0,"342JC006",155
4,8,462,"HBLR HOBOKEN",0,"342JC002",155
4,8,463,"HBLR HOBOKEN",0,"342JC004",155
4,8,464,"HBLR HOBOKEN",0,"342JC008",155
4,8,465,"HBLR HOBOKEN",0,"342JC006",155
4,8,466,"HBLR HOBOKEN",0,"342JC002",155
4,8,467,"HBLR HOBOKEN",0,"342JC004",155
4,8,468,"HBLR HOBOKEN",0,"342JC008",155
4,8,469,"HBLR HOBOKEN",0,"342JC006",155
4,8,470,"HBLR HOBOKEN",0,"342JC002",155
4,8,471,"HBLR HOBOKEN",0,"342JC004",155
4,8,472,"HBLR HOBOKEN",0,"342JC008",155
4,8,473,"HBLR HOBOKEN",0,"342JC006",155
4,8,474,"HBLR HOBOKEN",0,"342JC002",155
4,8,475,"HBLR HOBOKEN",0,"342JC004",155
4,8,476,"HBLR HOBOKEN",0,"342JC008",155
4,8,477,"HBLR HOBOKEN",0,"342JC006",155
4,8,478,"HBLR HOBOKEN",0,"342JC002",155
4,8,479,"HBLR HOBOKEN",0,"342JC004",155
4,8,480,"HBLR HOBOKEN",0,"342JC008",155
4,8,481,"HBLR HOBOKEN",0,"342JC006",155
4,8,482,"HBLR HOBOKEN",0,"342JC002",155
4,8,483,"HBLR HOBOKEN",0,"342JC004",155
4,8,484,"HBLR HOBOKEN",0,"342JC008",155
4,8,485,"HBLR HOBOKEN",0,"342JC006",155
4,8,486,"HBLR HOBOKEN",0,"342JC002",155
4,8,487,"HBLR HOBOKEN",0,"342JC004",155
4,8,488,"HBLR HOBOKEN",0,"342JC008",155
4,8,489,"HBLR HOBOKEN",0,"342JC006",155
4,8,490,"HBLR HOBOKEN",0,"342JC002",155
4,8,491,"HBLR HOBOKEN",0,"342JC004",155
4,8,492,"HBLR HOBOKEN",0,"342JC008",155
4,8,493,"HBLR HOBOKEN",0,"342JC006",155
4,8,494,"HBLR HOBOKEN",0,"342JC002",155
4,8,495,"HBLR HOBOKEN",0,"342JC004",155
4,8,496,"HBLR HOBOKEN",0,"342JC008",155
4,8,497,"HBLR HOBOKEN",0,"342JC006",155
4,8,498,"HBLR HOBOKEN",0,"342JC002",155
